student_id,term,subject,score
S2043,Term1,History,48.3
S2043,Term1,Computer Science,49.5
S2043,Term1,Economics,51.2
S2043,Term1,Biology,54.1
S2043,Term2,Math,45.1
S2043,Term2,English,39.9
S2043,Term2,Science,35.7
S2043,Term2,History,68.3
S2043,Term2,Computer Science,47.7
S2043,Term2,Economics,52.6
S2043,Term2,Biology,54.3
S2043,Term3,Math,63.9
S2043,Term3,English,74.2
S2043,Term3,Science,44.7
S2043,Term3,History,70.1
S2043,Term3,Computer Science,62.7
S2043,Term3,Economics,78.0
S2043,Term3,Biology,66.1
S2044,Term1,Math,44.8
S2044,Term1,English,66.4
S2044,Term1,Science,63.1
S2044,Term1,History,52.2
S2044,Term1,Computer Science,63.4
S2044,Term1,Economics,67.8
S2044,Term1,Biology,60.9
S2044,Term2,Math,68.5
S2044,Term2,English,69.1
S2044,Term2,Science,71.8
S2044,Term2,History,70.1
S2044,Term2,Computer Science,69.8
S2044,Term2,Economics,69.2
S2044,Term2,Biology,85.8
S2044,Term3,Math,39.7
S2044,Term3,English,51.8
S2044,Term3,Science,46.0
S2044,Term3,History,46.0
S2044,Term3,Computer Science,44.4
S2044,Term3,Economics,60.9
S2044,Term3,Biology,19.5
S2045,Term1,Math,84.0
S2045,Term1,English,63.7
S2045,Term1,Science,62.3
S2045,Term1,History,72.8
S2045,Term1,Computer Science,93.2
S2045,Term1,Economics,64.3
S2045,Term1,Biology,52.6
S2045,Term2,Math,52.2
S2045,Term2,English,52.1
S2045,Term2,Science,62.5
S2045,Term2,History,55.4
S2045,Term2,Computer Science,65.3
S2045,Term2,Economics,49.3
S2045,Term2,Biology,46.1
S2045,Term3,Math,61.9
S2045,Term3,English,59.4
S2045,Term3,Science,59.1
S2045,Term3,History,57.5
S2045,Term3,Computer Science,53.2
S2045,Term3,Economics,46.0
S2045,Term3,Biology,69.9
S2046,Term1,Math,80.3
S2046,Term1,English,70.5
S2046,Term1,Science,78.3
S2046,Term1,History,78.4
S2046,Term1,Computer Science,72.9
S2046,Term1,Economics,65.5
S2046,Term1,Biology,61.1
S2046,Term2,Math,49.6
S2046,Term2,English,62.6
S2046,Term2,Science,56.5
S2046,Term2,History,46.2
S2046,Term2,Computer Science,56.3
S2046,Term2,Economics,46.9
S2046,Term2,Biology,53.1
S2046,Term3,Math,58.2
S2046,Term3,English,63.8
S2046,Term3,Science,68.1
S2046,Term3,History,68.7
S2046,Term3,Computer Science,66.8
S2046,Term3,Economics,68.4
S2046,Term3,Biology,70.7
S2047,Term1,Math,51.0
S2047,Term1,English,48.1
S2047,Term1,Science,75.8
S2047,Term1,History,57.7
S2047,Term1,Computer Science,64.3
S2047,Term1,Economics,64.1
S2047,Term1,Biology,68.5
S2047,Term2,Math,74.8
S2047,Term2,English,68.9
S2047,Term2,Science,67.9
S2047,Term2,History,65.7
S2047,Term2,Computer Science,64.8
S2047,Term2,Economics,71.0
S2047,Term2,Biology,68.6
S2047,Term3,Math,66.9
S2047,Term3,English,66.3
S2047,Term3,Science,92.5
S2047,Term3,History,81.8
S2047,Term3,Computer Science,69.9
S2047,Term3,Economics,75.9
S2047,Term3,Biology,89.5
S2048,Term1,Math,58.9
S2048,Term1,English,71.1
S2048,Term1,Science,43.3
S2048,Term1,History,47.0
S2048,Term1,Computer Science,63.6
S2048,Term1,Economics,51.0
S2048,Term1,Biology,47.8
S2048,Term2,Math,80.9
S2048,Term2,English,94.0
S2048,Term2,Science,82.3
S2048,Term2,History,96.2
S2048,Term2,Computer Science,89.3
S2048,Term2,Economics,78.1
S2048,Term2,Biology,88.9
S2048,Term3,Math,67.1
S2048,Term3,English,45.1
S2048,Term3,Science,49.8
S2048,Term3,History,44.0
S2048,Term3,Computer Science,65.4
S2048,Term3,Economics,54.0
S2048,Term3,Biology,36.2
S2049,Term1,Math,78.5
S2049,Term1,English,68.5
S2049,Term1,Science,69.6
S2049,Term1,History,69.6
S2049,Term1,Computer Science,70.0
S2049,Term1,Economics,67.4
S2049,Term1,Biology,76.1
S2049,Term2,Math,64.8
S2049,Term2,English,55.5
S2049,Term2,Science,78.1
S2049,Term2,History,44.1
S2049,Term2,Computer Science,60.0
S2049,Term2,Economics,48.8
S2049,Term2,Biology,55.3
S2049,Term3,Math,64.7
S2049,Term3,English,76.2
S2049,Term3,Science,77.4
S2049,Term3,History,67.7
S2049,Term3,Computer Science,79.6
S2049,Term3,Economics,58.1
S2049,Term3,Biology,78.9
S2050,Term1,Math,58.2
S2050,Term1,English,53.7
S2050,Term1,Science,72.3
S2050,Term1,History,41.2
S2050,Term1,Computer Science,68.0
S2050,Term1,Economics,75.2
S2050,Term1,Biology,64.9
S2050,Term2,Math,72.4
S2050,Term2,English,74.3
S2050,Term2,Science,74.4
S2050,Term2,History,74.5
S2050,Term2,Computer Science,63.9
S2050,Term2,Economics,70.5
S2050,Term2,Biology,83.3
S2050,Term3,Math,54.6
S2050,Term3,English,40.1
S2050,Term3,Science,55.9
S2050,Term3,History,42.0
S2050,Term3,Computer Science,67.3
S2050,Term3,Economics,52.3
S2050,Term3,Biology,37.9
S2051,Term1,Math,83.1
S2051,Term1,English,60.8
S2051,Term1,Science,66.4
S2051,Term1,History,70.7
S2051,Term1,Computer Science,100.0
S2051,Term1,Economics,71.2
S2051,Term1,Biology,79.5
S2051,Term2,Math,70.8
S2051,Term2,English,69.1
S2051,Term2,Science,70.2
S2051,Term2,History,54.9
S2051,Term2,Computer Science,60.9
S2051,Term2,Economics,68.6
S2051,Term2,Biology,68.4
S2051,Term3,Math,64.2
S2051,Term3,English,81.3
S2051,Term3,Science,69.9
S2051,Term3,History,62.8
S2051,Term3,Computer Science,79.9
S2051,Term3,Economics,74.1
S2051,Term3,Biology,66.4
S2052,Term1,Math,77.6
S2052,Term1,English,52.7
S2052,Term1,Science,72.5
S2052,Term1,History,74.1
S2052,Term1,Computer Science,78.9
S2052,Term1,Economics,79.9
S2052,Term1,Biology,76.2
S2052,Term2,Math,67.3
S2052,Term2,English,63.8
S2052,Term2,Science,52.7
S2052,Term2,History,70.4
S2052,Term2,Computer Science,77.4
S2052,Term2,Economics,51.8
S2052,Term2,Biology,73.0
S2052,Term3,Math,62.5
S2052,Term3,English,74.4
S2052,Term3,Science,66.4
S2052,Term3,History,54.8
S2052,Term3,Computer Science,56.8
S2052,Term3,Economics,62.4
S2052,Term3,Biology,63.5
S2053,Term1,Math,49.1
S2053,Term1,English,69.3
S2053,Term1,Science,42.6
S2053,Term1,History,46.2
S2053,Term1,Computer Science,45.5
S2053,Term1,Economics,45.7
S2053,Term1,Biology,58.8
S2053,Term2,Math,54.1
S2053,Term2,English,70.1
S2053,Term2,Science,52.7
S2053,Term2,History,67.6
S2053,Term2,Computer Science,59.7
S2053,Term2,Economics,55.0
S2053,Term2,Biology,62.3
S2053,Term3,Math,72.6
S2053,Term3,English,58.7
S2053,Term3,Science,81.3
S2053,Term3,History,66.4
S2053,Term3,Computer Science,65.7
S2053,Term3,Economics,69.5
S2053,Term3,Biology,69.5
S2054,Term1,Math,66.4
S2054,Term1,English,71.8
S2054,Term1,Science,68.1
S2054,Term1,History,70.5
S2054,Term1,Computer Science,78.2
S2054,Term1,Economics,65.8
S2054,Term1,Biology,69.4
S2054,Term2,Math,66.9
S2054,Term2,English,59.0
S2054,Term2,Science,57.3
S2054,Term2,History,61.6
S2054,Term2,Computer Science,82.3
S2054,Term2,Economics,67.2
S2054,Term2,Biology,73.4
S2054,Term3,Math,72.6
S2054,Term3,English,67.8
S2054,Term3,Science,63.2
S2054,Term3,History,71.4
S2054,Term3,Computer Science,73.5
S2054,Term3,Economics,68.9
S2054,Term3,Biology,62.7
S2055,Term1,Math,82.9
S2055,Term1,English,72.4
S2055,Term1,Science,83.5
S2055,Term1,History,74.1
S2055,Term1,Computer Science,76.9
S2055,Term1,Economics,70.3
S2055,Term1,Biology,57.0
S2055,Term2,Math,58.2
S2055,Term2,English,60.6
S2055,Term2,Science,65.9
S2055,Term2,History,70.1
S2055,Term2,Computer Science,70.8
S2055,Term2,Economics,66.1
S2055,Term2,Biology,53.7
S2055,Term3,Math,78.5
S2055,Term3,English,40.8
S2055,Term3,Science,63.1
S2055,Term3,History,56.9
S2055,Term3,Computer Science,58.9
S2055,Term3,Economics,39.3
S2055,Term3,Biology,49.0
S2056,Term1,Math,81.6
S2056,Term1,English,72.9
S2056,Term1,Science,72.0
S2056,Term1,History,85.6
S2056,Term1,Computer Science,66.0
S2056,Term1,Economics,67.5
S2056,Term1,Biology,59.7
S2056,Term2,Math,73.3
S2056,Term2,English,57.5
S2056,Term2,Science,49.1
S2056,Term2,History,58.7
S2056,Term2,Computer Science,75.2
S2056,Term2,Economics,52.0
S2056,Term2,Biology,82.8
S2056,Term3,Math,56.6
S2056,Term3,English,43.8
S2056,Term3,Science,30.2
S2056,Term3,History,51.8
S2056,Term3,Computer Science,44.7
S2056,Term3,Economics,42.1
S2056,Term3,Biology,43.0
S2057,Term1,Math,62.1
S2057,Term1,English,62.5
S2057,Term1,Science,49.5
S2057,Term1,History,59.3
S2057,Term1,Computer Science,62.5
S2057,Term1,Economics,74.8
S2057,Term1,Biology,76.1
S2057,Term2,Math,69.9
S2057,Term2,English,82.4
S2057,Term2,Science,55.7
S2057,Term2,History,61.5
S2057,Term2,Computer Science,78.4
S2057,Term2,Economics,66.5
S2057,Term2,Biology,75.7
S2057,Term3,Math,41.8
S2057,Term3,English,43.4
S2057,Term3,Science,40.0
S2057,Term3,History,30.5
S2057,Term3,Computer Science,38.6
S2057,Term3,Economics,22.5
S2057,Term3,Biology,56.3
S2058,Term1,Math,65.4
S2058,Term1,English,76.3
S2058,Term1,Science,68.3
S2058,Term1,History,75.5
S2058,Term1,Computer Science,83.0
S2058,Term1,Economics,75.3
S2058,Term1,Biology,80.4
S2058,Term2,Math,67.6
S2058,Term2,English,50.8
S2058,Term2,Science,61.3
S2058,Term2,History,59.7
S2058,Term2,Computer Science,71.8
S2058,Term2,Economics,64.7
S2058,Term2,Biology,55.4
S2058,Term3,Math,75.4
S2058,Term3,English,71.8
S2058,Term3,Science,77.0
S2058,Term3,History,77.6
S2058,Term3,Computer Science,79.4
S2058,Term3,Economics,93.3
S2058,Term3,Biology,82.0
S2059,Term1,Math,76.3
S2059,Term1,English,78.7
S2059,Term1,Science,61.7
S2059,Term1,History,68.3
S2059,Term1,Computer Science,64.5
S2059,Term1,Economics,67.1
S2059,Term1,Biology,80.8
S2059,Term2,Math,62.4
S2059,Term2,English,47.8
S2059,Term2,Science,53.0
S2059,Term2,History,52.5
S2059,Term2,Computer Science,62.4
S2059,Term2,Economics,54.2
S2059,Term2,Biology,63.6
S2059,Term3,Math,57.8
S2059,Term3,English,76.1
S2059,Term3,Science,62.1
S2059,Term3,History,66.9
S2059,Term3,Computer Science,80.9
S2059,Term3,Economics,62.0
S2059,Term3,Biology,81.3
S2060,Term1,Math,89.3
S2060,Term1,English,75.0
S2060,Term1,Science,74.2
S2060,Term1,History,66.2
S2060,Term1,Computer Science,68.6
S2060,Term1,Economics,79.0
S2060,Term1,Biology,66.2
S2060,Term2,Math,53.6
S2060,Term2,English,42.6
S2060,Term2,Science,47.8
S2060,Term2,History,51.6
S2060,Term2,Computer Science,51.9
S2060,Term2,Economics,58.8
S2060,Term2,Biology,37.1
S2060,Term3,Math,88.6
S2060,Term3,English,89.7
S2060,Term3,Science,72.5
S2060,Term3,History,91.1
S2060,Term3,Computer Science,84.0
S2060,Term3,Economics,79.5
S2060,Term3,Biology,59.3
S2061,Term1,Math,53.8
S2061,Term1,English,61.9
S2061,Term1,Science,81.6
S2061,Term1,History,59.0
S2061,Term1,Computer Science,58.1
S2061,Term1,Economics,56.7
S2061,Term1,Biology,62.5
S2061,Term2,Math,75.2
S2061,Term2,English,70.8
S2061,Term2,Science,74.3
S2061,Term2,History,69.0
S2061,Term2,Computer Science,68.9
S2061,Term2,Economics,66.9
S2061,Term2,Biology,61.2
S2061,Term3,Math,59.2
S2061,Term3,English,65.7
S2061,Term3,Science,60.5
S2061,Term3,History,49.0
S2061,Term3,Computer Science,57.4
S2061,Term3,Economics,48.7
S2061,Term3,Biology,61.8
S2062,Term1,Math,65.4
S2062,Term1,English,67.0
S2062,Term1,Science,72.1
S2062,Term1,History,60.9
S2062,Term1,Computer Science,73.6
S2062,Term1,Economics,84.5
S2062,Term1,Biology,66.2
S2062,Term2,Math,40.3
S2062,Term2,English,46.5
S2062,Term2,Science,41.7
S2062,Term2,History,51.6
S2062,Term2,Computer Science,61.1
S2062,Term2,Economics,52.1
S2062,Term2,Biology,33.4
S2062,Term3,Math,65.2
S2062,Term3,English,56.2
S2062,Term3,Science,79.0
S2062,Term3,History,69.6
S2062,Term3,Computer Science,47.1
S2062,Term3,Economics,71.0
S2062,Term3,Biology,59.2
S2063,Term1,Math,82.6
S2063,Term1,English,69.6
S2063,Term1,Science,51.1
S2063,Term1,History,58.6
S2063,Term1,Computer Science,54.1
S2063,Term1,Economics,52.9
S2063,Term1,Biology,55.3
S2063,Term2,Math,54.0
S2063,Term2,English,70.1
S2063,Term2,Science,51.7
S2063,Term2,History,68.0
S2063,Term2,Computer Science,56.0
S2063,Term2,Economics,52.6
S2063,Term2,Biology,65.5
S2063,Term3,Math,51.5
S2063,Term3,English,73.9
S2063,Term3,Science,63.0
S2063,Term3,History,48.9
S2063,Term3,Computer Science,54.5
S2063,Term3,Economics,52.8
S2063,Term3,Biology,61.6
S2064,Term1,Math,29.3
S2064,Term1,English,22.5
S2064,Term1,Science,36.4
S2064,Term1,History,45.1
S2064,Term1,Computer Science,45.3
S2064,Term1,Economics,40.2
S2064,Term1,Biology,47.5
S2064,Term2,Math,100.0
S2064,Term2,English,99.1
S2064,Term2,Science,94.4
S2064,Term2,History,98.4
S2064,Term2,Computer Science,97.9
S2064,Term2,Economics,87.3
S2064,Term2,Biology,100.0
S2064,Term3,Math,55.2
S2064,Term3,English,68.2
S2064,Term3,Science,65.6
S2064,Term3,History,63.1
S2064,Term3,Computer Science,59.1
S2064,Term3,Economics,61.1
S2064,Term3,Biology,60.1
S2065,Term1,Math,68.8
S2065,Term1,English,81.7
S2065,Term1,Science,67.4
S2065,Term1,History,71.6
S2065,Term1,Computer Science,82.8
S2065,Term1,Economics,63.3
S2065,Term1,Biology,57.8
S2065,Term2,Math,78.2
S2065,Term2,English,76.8
S2065,Term2,Science,71.1
S2065,Term2,History,61.5
S2065,Term2,Computer Science,78.1
S2065,Term2,Economics,81.8
S2065,Term2,Biology,73.5
S2065,Term3,Math,84.3
S2065,Term3,English,78.2
S2065,Term3,Science,74.3
S2065,Term3,History,71.9
S2065,Term3,Computer Science,85.3
S2065,Term3,Economics,79.3
S2065,Term3,Biology,77.4
S2066,Term1,Math,34.7
S2066,Term1,English,61.1
S2066,Term1,Science,56.4
S2066,Term1,History,46.8
S2066,Term1,Computer Science,48.8
S2066,Term1,Economics,56.8
S2066,Term1,Biology,33.8
S2066,Term2,Math,55.7
S2066,Term2,English,70.2
S2066,Term2,Science,66.3
S2066,Term2,History,54.0
S2066,Term2,Computer Science,52.2
S2066,Term2,Economics,46.5
S2066,Term2,Biology,55.5
S2066,Term3,Math,39.2
S2066,Term3,English,57.9
S2066,Term3,Science,44.5
S2066,Term3,History,48.4
S2066,Term3,Computer Science,43.3
S2066,Term3,Economics,40.9
S2066,Term3,Biology,35.7
S2067,Term1,Math,46.6
S2067,Term1,English,78.0
S2067,Term1,Science,76.5
S2067,Term1,History,83.0
S2067,Term1,Computer Science,64.8
S2067,Term1,Economics,79.7
S2067,Term1,Biology,73.6
S2067,Term2,Math,41.1
S2067,Term2,English,36.7
S2067,Term2,Science,39.2
S2067,Term2,History,33.1
S2067,Term2,Computer Science,44.2
S2067,Term2,Economics,36.1
S2067,Term2,Biology,46.7
S2067,Term3,Math,46.4
S2067,Term3,English,55.8
S2067,Term3,Science,33.3
S2067,Term3,History,37.1
S2067,Term3,Computer Science,44.6
S2067,Term3,Economics,43.9
S2067,Term3,Biology,36.5
S2068,Term1,Math,66.1
S2068,Term1,English,53.9
S2068,Term1,Science,83.5
S2068,Term1,History,70.1
S2068,Term1,Computer Science,60.8
S2068,Term1,Economics,76.6
S2068,Term1,Biology,68.8
S2068,Term2,Math,90.7
S2068,Term2,English,82.1
S2068,Term2,Science,89.1
S2068,Term2,History,66.4
S2068,Term2,Computer Science,84.9
S2068,Term2,Economics,92.7
S2068,Term2,Biology,76.5
S2068,Term3,Math,49.1
S2068,Term3,English,41.6
S2068,Term3,Science,60.3
S2068,Term3,History,48.1
S2068,Term3,Computer Science,43.5
S2068,Term3,Economics,63.4
S2068,Term3,Biology,45.3
S2069,Term1,Math,68.0
S2069,Term1,English,55.5
S2069,Term1,Science,61.7
S2069,Term1,History,57.7
S2069,Term1,Computer Science,72.2
S2069,Term1,Economics,61.8
S2069,Term1,Biology,86.1
S2069,Term2,Math,61.6
S2069,Term2,English,57.6
S2069,Term2,Science,47.8
S2069,Term2,History,66.0
S2069,Term2,Computer Science,57.8
S2069,Term2,Economics,46.2
S2069,Term2,Biology,66.5
S2069,Term3,Math,65.1
S2069,Term3,English,69.2
S2069,Term3,Science,55.8
S2069,Term3,History,64.2
S2069,Term3,Computer Science,74.9
S2069,Term3,Economics,60.9
S2069,Term3,Biology,61.8
S2070,Term1,Math,48.7
S2070,Term1,English,63.6
S2070,Term1,Science,57.0
S2070,Term1,History,84.5
S2070,Term1,Computer Science,69.8
S2070,Term1,Economics,71.6
S2070,Term1,Biology,61.4
S2070,Term2,Math,47.2
S2070,Term2,English,43.8
S2070,Term2,Science,48.6
S2070,Term2,History,48.4
S2070,Term2,Computer Science,37.5
S2070,Term2,Economics,37.6
S2070,Term2,Biology,55.5
S2070,Term3,Math,68.0
S2070,Term3,English,67.2
S2070,Term3,Science,70.5
S2070,Term3,History,85.5
S2070,Term3,Computer Science,78.8
S2070,Term3,Economics,95.9
S2070,Term3,Biology,60.0
S2071,Term1,Math,34.0
S2071,Term1,English,48.2
S2071,Term1,Science,50.3
S2071,Term1,History,57.3
S2071,Term1,Computer Science,37.0
S2071,Term1,Economics,49.8
S2071,Term1,Biology,53.4
S2071,Term2,Math,85.5
S2071,Term2,English,88.8
S2071,Term2,Science,70.7
S2071,Term2,History,68.9
S2071,Term2,Computer Science,71.3
S2071,Term2,Economics,90.8
S2071,Term2,Biology,81.9
S2071,Term3,Math,61.7
S2071,Term3,English,57.9
S2071,Term3,Science,37.2
S2071,Term3,History,66.1
S2071,Term3,Computer Science,51.5
S2071,Term3,Economics,49.1
S2071,Term3,Biology,63.4
S2072,Term1,Math,63.2
S2072,Term1,English,68.0
S2072,Term1,Science,71.7
S2072,Term1,History,64.0
S2072,Term1,Computer Science,62.5
S2072,Term1,Economics,71.4
S2072,Term1,Biology,72.3
S2072,Term2,Math,57.3
S2072,Term2,English,82.7
S2072,Term2,Science,65.9
S2072,Term2,History,72.2
S2072,Term2,Computer Science,84.7
S2072,Term2,Economics,59.9
S2072,Term2,Biology,72.6
S2072,Term3,Math,66.4
S2072,Term3,English,58.4
S2072,Term3,Science,77.6
S2072,Term3,History,64.0
S2072,Term3,Computer Science,58.2
S2072,Term3,Economics,45.7
S2072,Term3,Biology,53.9
S2073,Term1,Math,77.0
S2073,Term1,English,75.2
S2073,Term1,Science,65.8
S2073,Term1,History,87.8
S2073,Term1,Computer Science,66.6
S2073,Term1,Economics,79.2
S2073,Term1,Biology,84.5
S2073,Term2,Math,66.4
S2073,Term2,English,73.1
S2073,Term2,Science,76.9
S2073,Term2,History,83.9
S2073,Term2,Computer Science,58.9
S2073,Term2,Economics,86.9
S2073,Term2,Biology,61.4
S2073,Term3,Math,61.1
S2073,Term3,English,92.2
S2073,Term3,Science,62.7
S2073,Term3,History,65.0
S2073,Term3,Computer Science,77.4
S2073,Term3,Economics,64.4
S2073,Term3,Biology,71.5
S2074,Term1,Math,80.7
S2074,Term1,English,87.6
S2074,Term1,Science,57.8
S2074,Term1,History,77.6
S2074,Term1,Computer Science,87.0
S2074,Term1,Economics,65.0
S2074,Term1,Biology,71.3
S2074,Term2,Math,92.9
S2074,Term2,English,82.9
S2074,Term2,Science,76.5
S2074,Term2,History,83.6
S2074,Term2,Computer Science,77.6
S2074,Term2,Economics,64.6
S2074,Term2,Biology,75.3
S2074,Term3,Math,32.4
S2074,Term3,English,42.4
S2074,Term3,Science,57.1
S2074,Term3,History,57.4
S2074,Term3,Computer Science,53.4
S2074,Term3,Economics,60.3
S2074,Term3,Biology,47.2
S2075,Term1,Math,45.9
S2075,Term1,English,51.0
S2075,Term1,Science,72.9
S2075,Term1,History,63.8
S2075,Term1,Computer Science,54.7
S2075,Term1,Economics,52.1
S2075,Term1,Biology,59.3
S2075,Term2,Math,45.4
S2075,Term2,English,64.7
S2075,Term2,Science,47.7
S2075,Term2,History,73.4
S2075,Term2,Computer Science,51.5
S2075,Term2,Economics,53.1
S2075,Term2,Biology,52.3
S2075,Term3,Math,43.4
S2075,Term3,English,55.2
S2075,Term3,Science,33.8
S2075,Term3,History,41.0
S2075,Term3,Computer Science,36.3
S2075,Term3,Economics,44.7
S2075,Term3,Biology,30.2
S2076,Term1,Math,62.0
S2076,Term1,English,46.4
S2076,Term1,Science,65.2
S2076,Term1,History,68.0
S2076,Term1,Computer Science,67.1
S2076,Term1,Economics,68.5
S2076,Term1,Biology,76.7
S2076,Term2,Math,66.0
S2076,Term2,English,71.1
S2076,Term2,Science,69.6
S2076,Term2,History,87.2
S2076,Term2,Computer Science,67.5
S2076,Term2,Economics,67.0
S2076,Term2,Biology,69.0
S2076,Term3,Math,54.2
S2076,Term3,English,34.5
S2076,Term3,Science,77.1
S2076,Term3,History,58.9
S2076,Term3,Computer Science,69.1
S2076,Term3,Economics,69.1
S2076,Term3,Biology,65.7
S2077,Term1,Math,51.0
S2077,Term1,English,48.1
S2077,Term1,Science,50.6
S2077,Term1,History,43.4
S2077,Term1,Computer Science,38.5
S2077,Term1,Economics,38.7
S2077,Term1,Biology,67.3
S2077,Term2,Math,48.7
S2077,Term2,English,53.6
S2077,Term2,Science,72.2
S2077,Term2,History,57.2
S2077,Term2,Computer Science,53.0
S2077,Term2,Economics,65.1
S2077,Term2,Biology,63.9
S2077,Term3,Math,87.2
S2077,Term3,English,80.8
S2077,Term3,Science,84.1
S2077,Term3,History,84.9
S2077,Term3,Computer Science,71.4
S2077,Term3,Economics,85.2
S2077,Term3,Biology,82.1
S2078,Term1,Math,87.4
S2078,Term1,English,73.7
S2078,Term1,Science,72.7
S2078,Term1,History,89.1
S2078,Term1,Computer Science,72.4
S2078,Term1,Economics,59.5
S2078,Term1,Biology,79.1
S2078,Term2,Math,69.0
S2078,Term2,English,37.5
S2078,Term2,Science,74.1
S2078,Term2,History,42.9
S2078,Term2,Computer Science,74.4
S2078,Term2,Economics,49.5
S2078,Term2,Biology,51.8
S2078,Term3,Math,81.1
S2078,Term3,English,75.0
S2078,Term3,Science,75.1
S2078,Term3,History,65.3
S2078,Term3,Computer Science,63.9
S2078,Term3,Economics,64.8
S2078,Term3,Biology,63.6
S2079,Term1,Math,68.2
S2079,Term1,English,53.8
S2079,Term1,Science,59.6
S2079,Term1,History,65.5
S2079,Term1,Computer Science,68.9
S2079,Term1,Economics,74.2
S2079,Term1,Biology,72.8
S2079,Term2,Math,69.8
S2079,Term2,English,52.6
S2079,Term2,Science,56.5
S2079,Term2,History,52.9
S2079,Term2,Computer Science,74.8
S2079,Term2,Economics,82.7
S2079,Term2,Biology,57.7
S2079,Term3,Math,41.9
S2079,Term3,English,53.9
S2079,Term3,Science,61.2
S2079,Term3,History,49.4
S2079,Term3,Computer Science,66.3
S2079,Term3,Economics,56.2
S2079,Term3,Biology,51.6
S2080,Term1,Math,70.3
S2080,Term1,English,63.0
S2080,Term1,Science,47.4
S2080,Term1,History,50.3
S2080,Term1,Computer Science,55.4
S2080,Term1,Economics,55.8
S2080,Term1,Biology,63.9
S2080,Term2,Math,66.1
S2080,Term2,English,84.3
S2080,Term2,Science,69.7
S2080,Term2,History,64.8
S2080,Term2,Computer Science,72.4
S2080,Term2,Economics,75.1
S2080,Term2,Biology,61.1
S2080,Term3,Math,66.5
S2080,Term3,English,77.3
S2080,Term3,Science,69.3
S2080,Term3,History,71.5
S2080,Term3,Computer Science,68.8
S2080,Term3,Economics,62.3
S2080,Term3,Biology,64.3
S2081,Term1,Math,56.6
S2081,Term1,English,53.5
S2081,Term1,Science,59.9
S2081,Term1,History,49.0
S2081,Term1,Computer Science,57.4
S2081,Term1,Economics,37.2
S2081,Term1,Biology,72.2
S2081,Term2,Math,61.5
S2081,Term2,English,72.2
S2081,Term2,Science,62.2
S2081,Term2,History,62.6
S2081,Term2,Computer Science,71.0
S2081,Term2,Economics,55.7
S2081,Term2,Biology,64.2
S2081,Term3,Math,64.8
S2081,Term3,English,69.8
S2081,Term3,Science,58.1
S2081,Term3,History,76.3
S2081,Term3,Computer Science,61.3
S2081,Term3,Economics,77.8
S2081,Term3,Biology,69.6
S2082,Term1,Math,83.4
S2082,Term1,English,81.5
S2082,Term1,Science,64.5
S2082,Term1,History,79.1
S2082,Term1,Computer Science,78.0
S2082,Term1,Economics,68.8
S2082,Term1,Biology,65.9
S2082,Term2,Math,76.8
S2082,Term2,English,70.1
S2082,Term2,Science,51.8
S2082,Term2,History,52.1
S2082,Term2,Computer Science,70.9
S2082,Term2,Economics,99.5
S2082,Term2,Biology,66.5
S2082,Term3,Math,68.7
S2082,Term3,English,62.8
S2082,Term3,Science,81.3
S2082,Term3,History,69.6
S2082,Term3,Computer Science,72.6
S2082,Term3,Economics,55.5
S2082,Term3,Biology,81.9
S2083,Term1,Math,60.7
S2083,Term1,English,51.5
S2083,Term1,Science,65.1
S2083,Term1,History,66.4
S2083,Term1,Computer Science,58.3
S2083,Term1,Economics,56.5
S2083,Term1,Biology,57.7
S2083,Term2,Math,70.5
S2083,Term2,English,51.8
S2083,Term2,Science,52.1
S2083,Term2,History,69.5
S2083,Term2,Computer Science,61.6
S2083,Term2,Economics,52.6
S2083,Term2,Biology,64.2
S2083,Term3,Math,71.7
S2083,Term3,English,63.4
S2083,Term3,Science,65.2
S2083,Term3,History,56.0
S2083,Term3,Computer Science,61.9
S2083,Term3,Economics,48.0
S2083,Term3,Biology,56.2
S2084,Term1,Math,53.8
S2084,Term1,English,62.5
S2084,Term1,Science,63.8
S2084,Term1,History,61.4
S2084,Term1,Computer Science,73.4
S2084,Term1,Economics,63.9
S2084,Term1,Biology,62.6
S2084,Term2,Math,62.8
S2084,Term2,English,49.6
S2084,Term2,Science,43.4
S2084,Term2,History,58.2
S2084,Term2,Computer Science,62.3
S2084,Term2,Economics,46.1
S2084,Term2,Biology,70.9
S2084,Term3,Math,49.9
S2084,Term3,English,45.3
S2084,Term3,Science,44.8
S2084,Term3,History,51.4
S2084,Term3,Computer Science,47.1
S2084,Term3,Economics,55.8
S2084,Term3,Biology,50.4
S2085,Term1,Math,75.9
S2085,Term1,English,85.3
S2085,Term1,Science,71.7
S2085,Term1,History,69.5
S2085,Term1,Computer Science,69.7
S2085,Term1,Economics,84.7
S2085,Term1,Biology,70.4
S2085,Term2,Math,63.8
S2085,Term2,English,66.2
S2085,Term2,Science,70.9
S2085,Term2,History,55.8
S2085,Term2,Computer Science,48.9
S2085,Term2,Economics,71.2
S2085,Term2,Biology,51.5
S2085,Term3,Math,62.6
S2085,Term3,English,59.0
S2085,Term3,Science,55.4
S2085,Term3,History,61.7
S2085,Term3,Computer Science,56.2
S2085,Term3,Economics,78.0
S2085,Term3,Biology,72.0
S2086,Term1,Math,42.9
S2086,Term1,English,39.3
S2086,Term1,Science,63.5
S2086,Term1,History,39.8
S2086,Term1,Computer Science,52.7
S2086,Term1,Economics,37.0
